cause,date,canine,state
Aircraft accident,4/23/1991,FALSE, AR
Aircraft accident,4/23/1991,FALSE, AR
Gunfire,4/15/1991,FALSE, AR
Gunfire,2/13/1991,FALSE, AR
Automobile accident,10/27/1989,FALSE, AR
Automobile accident,2/18/1989,FALSE, AR
Gunfire,11/7/1988,FALSE, AR
Struck by vehicle,7/3/1988,FALSE, AR
Gunfire,3/18/1988,FALSE, AR
Heart attack,2/12/1988,FALSE, AR
Gunfire,9/5/1986,FALSE, AR
Aircraft accident,7/24/1986,FALSE, AR
Aircraft accident,7/24/1986,FALSE, AR
Aircraft accident,7/24/1986,FALSE, AR
Struck by vehicle,4/18/1986,FALSE, AR
Aircraft accident,8/10/1985,FALSE, AR
Gunfire,3/4/1985,FALSE, AR
Gunfire,10/15/1984,FALSE, AR
Gunfire,7/13/1984,FALSE, AR
Gunfire,7/13/1984,FALSE, AR
Automobile accident,7/5/1984,FALSE, AR
Automobile accident,7/5/1984,FALSE, AR
Automobile accident,7/5/1984,FALSE, AR
Automobile accident,7/5/1984,FALSE, AR
Gunfire,6/30/1984,FALSE, AR
Gunfire,3/31/1984,FALSE, AR
Gunfire,6/3/1983,FALSE, AR
Automobile accident,12/28/1982,FALSE, AR
Struck by vehicle,6/25/1982,FALSE, AR
Struck by vehicle,4/20/1982,FALSE, AR
Vehicular assault,4/2/1982,FALSE, AR
Gunfire,3/14/1982,FALSE, AR
Gunfire,1/7/1982,FALSE, AR
Automobile accident,8/22/1981,FALSE, AR
Automobile accident,8/22/1981,FALSE, AR
Assault,4/11/1981,FALSE, AR
Gunfire,3/24/1981,FALSE, AR
Gunfire,3/20/1981,FALSE, AR
Gunfire,1/5/1981,FALSE, AR
Gunfire,9/5/1980,FALSE, AR
Gunfire,5/14/1980,FALSE, AR
Gunfire,2/7/1980,FALSE, AR
Vehicular assault,11/13/1979,FALSE, AR
Gunfire (Accidental),5/2/1979,FALSE, AR
Automobile accident,5/23/1978,FALSE, AR
Automobile accident,4/13/1978,FALSE, AR
Struck by vehicle,3/18/1978,FALSE, AR
Heart attack,2/8/1978,FALSE, AR
Automobile accident,12/8/1977,FALSE, AR
Gunfire,8/29/1977,FALSE, AR
Gunfire,6/29/1977,FALSE, AR
Assault,4/5/1977,FALSE, AR
Gunfire,2/3/1977,FALSE, AR
Stabbed,11/29/1976,FALSE, AR
Gunfire,9/24/1976,FALSE, AR
Gunfire,4/29/1976,FALSE, AR
Struck by train,4/16/1976,FALSE, AR
Struck by train,4/16/1976,FALSE, AR
Gunfire,12/21/1975,FALSE, AR
Gunfire,2/27/1975,FALSE, AR
Aircraft accident,7/22/1974,FALSE, AR
Aircraft accident,7/22/1974,FALSE, AR
Gunfire,4/29/1974,FALSE, AR
Gunfire (Accidental),6/18/1973,FALSE, AR
Automobile accident,6/8/1973,FALSE, AR
Automobile accident,3/12/1973,FALSE, AR
Gunfire,4/15/1972,FALSE, AR
Gunfire,4/6/1972,FALSE, AR
Gunfire,4/6/1972,FALSE, AR
Vehicular assault,9/27/1970,FALSE, AR
Vehicle pursuit,12/31/1969,FALSE, AR
Gunfire,7/27/1969,FALSE, AR
Gunfire,7/14/1969,FALSE, AR
Gunfire,12/31/1968,FALSE, AR
Heart attack,10/16/1968,FALSE, AR
Gunfire,5/4/1968,FALSE, AR
Gunfire,9/2/1967,FALSE, AR
Gunfire (Accidental),7/29/1967,FALSE, AR
Gunfire,5/23/1967,FALSE, AR
Gunfire,2/20/1967,FALSE, AR
Automobile accident,9/24/1966,FALSE, AR
Vehicle pursuit,5/28/1966,FALSE, AR
Struck by vehicle,12/19/1965,FALSE, AR
Automobile accident,12/11/1965,FALSE, AR
Gunfire,10/18/1965,FALSE, AR
Automobile accident,9/12/1964,FALSE, AR
Automobile accident,10/17/1963,FALSE, AR
Gunfire,4/16/1963,FALSE, AR
Heart attack,12/24/1959,FALSE, AR
Gunfire,9/21/1958,FALSE, AR
Gunfire,8/17/1958,FALSE, AR
Gunfire,9/15/1957,FALSE, AR
Gunfire,7/6/1957,FALSE, AR
Explosion,12/29/1955,FALSE, AR
Gunfire,9/2/1954,FALSE, AR
Gunfire,6/9/1954,FALSE, AR
Gunfire,10/5/1953,FALSE, AR
Gunfire,4/29/1952,FALSE, AR
Gunfire,12/8/1951,FALSE, AR
Gunfire,6/5/1951,FALSE, AR
Gunfire,8/3/1950,FALSE, AR
Gunfire,12/7/1949,FALSE, AR
Gunfire,9/26/1948,FALSE, AR
Gunfire,6/29/1948,FALSE, AR
Gunfire,6/25/1948,FALSE, AR
Gunfire,3/14/1948,FALSE, AR
Motorcycle accident,3/10/1948,FALSE, AR
Automobile accident,11/5/1947,FALSE, AR
Gunfire,1/1/1947,FALSE, AR
Gunfire,12/4/1945,FALSE, AR
Gunfire,8/4/1944,FALSE, AR
Vehicle pursuit,6/12/1944,FALSE, AR
Gunfire,2/9/1944,FALSE, AR
Gunfire,3/22/1942,FALSE, AR
Gunfire,2/26/1942,FALSE, AR
Gunfire,12/28/1941,FALSE, AR
Gunfire,6/9/1941,FALSE, AR
Gunfire,9/21/1940,FALSE, AR
Gunfire,7/28/1940,FALSE, AR
Automobile accident,6/1/1939,FALSE, AR
Gunfire,10/10/1938,FALSE, AR
Gunfire,9/11/1937,FALSE, AR
Gunfire,7/21/1937,FALSE, AR
Gunfire (Accidental),6/8/1937,FALSE, AR
Heart attack,9/27/1936,FALSE, AR
Gunfire,12/18/1935,FALSE, AR
Gunfire,8/24/1935,FALSE, AR
Gunfire,3/27/1935,FALSE, AR
Gunfire,3/4/1935,FALSE, AR
Gunfire,1/2/1935,FALSE, AR
Gunfire,12/13/1934,FALSE, AR
Gunfire,5/25/1934,FALSE, AR
Gunfire,6/26/1933,FALSE, AR
Gunfire,4/27/1933,FALSE, AR
Gunfire,4/21/1933,FALSE, AR
Gunfire,10/21/1932,FALSE, AR
Gunfire,10/19/1932,FALSE, AR
Gunfire,8/31/1932,FALSE, AR
Gunfire,5/25/1932,FALSE, AR
Gunfire,11/8/1931,FALSE, AR
Gunfire,9/22/1931,FALSE, AR
Gunfire,9/4/1931,FALSE, AR
Gunfire,9/2/1931,FALSE, AR
Gunfire,8/5/1931,FALSE, AR
Gunfire,7/28/1931,FALSE, AR
Struck by train,5/17/1931,FALSE, AR
Gunfire,3/21/1931,FALSE, AR
Gunfire,12/22/1930,FALSE, AR
Gunfire,9/3/1930,FALSE, AR
Motorcycle accident,3/23/1930,FALSE, AR
Automobile accident,11/22/1929,FALSE, AR
Gunfire,7/7/1929,FALSE, AR
Gunfire,12/11/1928,FALSE, AR
Gunfire,10/11/1928,FALSE, AR
Gunfire,6/19/1928,FALSE, AR
Gunfire,4/28/1928,FALSE, AR
Gunfire,5/26/1927,FALSE, AR
Gunfire,1/25/1927,FALSE, AR
Gunfire,12/25/1926,FALSE, AR
Struck by vehicle,12/11/1926,FALSE, AR
Gunfire,11/5/1926,FALSE, AR
Gunfire,10/28/1926,FALSE, AR
Gunfire,8/11/1926,FALSE, AR
Gunfire,7/16/1926,FALSE, AR
Gunfire,11/2/1925,FALSE, AR
Gunfire,10/30/1925,FALSE, AR
Gunfire,9/1/1924,FALSE, AR
Gunfire,9/1/1924,FALSE, AR
Gunfire,7/27/1924,FALSE, AR
Motorcycle accident,7/13/1924,FALSE, AR
Gunfire,4/14/1924,FALSE, AR
Gunfire,11/28/1923,FALSE, AR
Gunfire,7/26/1923,FALSE, AR
Gunfire,7/24/1923,FALSE, AR
Gunfire,3/15/1923,FALSE, AR
Gunfire,12/10/1922,FALSE, AR
Gunfire (Accidental),8/12/1922,FALSE, AR
Gunfire,5/19/1922,FALSE, AR
Gunfire,12/27/1920,FALSE, AR
Gunfire,10/14/1920,FALSE, AR
Gunfire,8/19/1920,FALSE, AR
Gunfire,6/6/1920,FALSE, AR
Gunfire,2/5/1920,FALSE, AR
Gunfire,11/7/1919,FALSE, AR
Gunfire,5/24/1918,FALSE, AR
Gunfire,10/30/1915,FALSE, AR
Gunfire,7/31/1915,FALSE, AR
Gunfire,1/5/1914,FALSE, AR
Assault,7/4/1912,FALSE, AR
Gunfire,4/1/1912,FALSE, AR
Gunfire,1/7/1912,FALSE, AR
Gunfire,9/26/1911,FALSE, AR
Gunfire,9/26/1911,FALSE, AR
Gunfire,5/16/1911,FALSE, AR
Gunfire,4/23/1911,FALSE, AR
Gunfire,4/22/1911,FALSE, AR
Gunfire,4/18/1911,FALSE, AR
Gunfire,8/20/1910,FALSE, AR
Gunfire,8/2/1908,FALSE, AR
Gunfire,1/22/1908,FALSE, AR
Gunfire (Accidental),10/5/1907,FALSE, AR
Gunfire,12/25/1906,FALSE, AR
Gunfire,9/15/1904,FALSE, AR
Struck by train,5/13/1904,FALSE, AR
Gunfire,12/25/1902,FALSE, AR
Gunfire,2/5/1902,FALSE, AR
Gunfire,4/28/1901,FALSE, AR
Gunfire,3/21/1901,FALSE, AR
Stabbed,1899-09-07,FALSE, AR
Gunfire,1899-03-16,FALSE, AR
Gunfire,1899-03-16,FALSE, AR
Gunfire,1899-03-16,FALSE, AR
Gunfire,1895-08-06,FALSE, AR
Gunfire,1892-06-15,FALSE, AR
Assault,1892-05-21,FALSE, AR
Gunfire,1891-01-20,FALSE, AR
Gunfire,1887-02-01,FALSE, AR
Gunfire,1887-02-01,FALSE, AR
Assault,1885-12-31,FALSE, AR
Gunfire,1881-07-02,FALSE, AR
Gunfire,1881-07-02,FALSE, AR
Gunfire,1881-04-21,FALSE, AR
Assault,1871-12-23,FALSE, AR
Gunfire,1869-05-26,FALSE, AR
Gunfire,7/22/2010,FALSE, AS
Drowned,6/3/1998,FALSE, AS
Assault,6/21/1981,FALSE, AS
Gunfire,5/19/2016,FALSE, AZ
Gunfire,12/27/2014,FALSE, AZ
Vehicular assault,10/31/2014,FALSE, AZ
Gunfire,3/3/2014,FALSE, AZ
Gunfire,6/20/2013,TRUE, AZ
Struck by vehicle,5/19/2013,FALSE, AZ
Automobile accident,5/6/2013,FALSE, AZ
Gunfire,12/12/2012,TRUE, AZ
Heat exhaustion,7/12/2012,TRUE, AZ
Vehicular assault,5/1/2012,FALSE, AZ
Gunfire,1/8/2012,FALSE, AZ
Gunfire,10/29/2011,FALSE, AZ
Gunfire,5/1/2011,FALSE, AZ
Heart attack,12/16/2010,FALSE, AZ
Gunfire,7/28/2010,FALSE, AZ
Gunfire,5/26/2010,FALSE, AZ
Gunfire,1/28/2010,FALSE, AZ
Vehicle pursuit,12/17/2009,FALSE, AZ
Vehicular assault,10/25/2008,FALSE, AZ
Aircraft accident,10/13/2008,FALSE, AZ
Heart attack,10/1/2008,FALSE, AZ
Gunfire (Accidental),8/29/2008,TRUE, AZ
Fall,7/1/2008,TRUE, AZ
Gunfire,6/2/2008,FALSE, AZ
Fall,10/25/2007,FALSE, AZ
Gunfire,9/18/2007,FALSE, AZ
Struck by vehicle,8/20/2007,TRUE, AZ
Heat exhaustion,8/11/2007,TRUE, AZ
Gunfire,7/27/2007,FALSE, AZ
Automobile accident,4/21/2007,FALSE, AZ
Struck by vehicle,3/20/2007,TRUE, AZ
Heat exhaustion,3/13/2007,TRUE, AZ
Gunfire,2/19/2007,FALSE, AZ
Motorcycle accident,9/28/2006,FALSE, AZ
Fall,5/28/2006,TRUE, AZ
Vehicular assault,4/30/2006,FALSE, AZ
Automobile accident,11/29/2005,FALSE, AZ
Training accident,11/22/2005,TRUE, AZ
Heart attack,10/10/2005,FALSE, AZ
Heart attack,9/4/2005,FALSE, AZ
Vehicular assault,8/13/2005,TRUE, AZ
Struck by vehicle,8/10/2005,FALSE, AZ
Gunfire (Accidental),6/2/2005,FALSE, AZ
Gunfire,5/10/2005,FALSE, AZ
Gunfire,8/28/2004,FALSE, AZ
Gunfire,8/28/2004,FALSE, AZ
Duty related illness,7/22/2004,TRUE, AZ
Struck by vehicle,7/20/2004,TRUE, AZ
Motorcycle accident,5/20/2004,FALSE, AZ
Drowned,5/12/2004,FALSE, AZ
Gunfire,5/26/2003,FALSE, AZ
Heart attack,12/5/2002,FALSE, AZ
Motorcycle accident,9/10/2002,FALSE, AZ
Gunfire,8/24/2002,FALSE, AZ
Automobile accident,6/12/2002,FALSE, AZ
Training accident,2/20/2002,FALSE, AZ
Heat exhaustion,10/1/2001,TRUE, AZ
Automobile accident,8/13/2001,FALSE, AZ
Gunfire,5/4/2001,FALSE, AZ
Gunfire,6/21/2000,FALSE, AZ
Automobile accident,3/21/2000,FALSE, AZ
Vehicular assault,2/18/2000,FALSE, AZ
Assault,11/1/1999,FALSE, AZ
Struck by vehicle,8/12/1999,TRUE, AZ
Gunfire,4/16/1999,FALSE, AZ
Gunfire,3/26/1999,FALSE, AZ
Vehicular assault,12/9/1998,FALSE, AZ
Struck by vehicle,1/2/1998,FALSE, AZ
Vehicular assault,5/21/1997,FALSE, AZ
Assault,3/7/1997,FALSE, AZ
Fall,9/2/1996,FALSE, AZ
Exposure to toxins,7/7/1996,TRUE, AZ
Gunfire,4/17/1996,TRUE, AZ
Gunfire,9/28/1995,FALSE, AZ
Vehicle pursuit,8/28/1995,FALSE, AZ
Gunfire,8/15/1995,FALSE, AZ
Gunfire,7/5/1995,FALSE, AZ
Gunfire,7/4/1995,FALSE, AZ
Struck by vehicle,11/27/1994,FALSE, AZ
Struck by vehicle,11/17/1994,TRUE, AZ
Gunfire,10/20/1994,TRUE, AZ
Automobile accident,9/2/1994,FALSE, AZ
Struck by vehicle,3/11/1994,FALSE, AZ
Aircraft accident,1/4/1994,FALSE, AZ
Automobile accident,11/15/1993,FALSE, AZ
Vehicular assault,7/3/1993,FALSE, AZ
Gunfire,5/17/1993,FALSE, AZ
Struck by train,11/28/1992,FALSE, AZ
Gunfire,9/11/1992,FALSE, AZ
Vehicular assault,7/3/1992,FALSE, AZ
Gunfire,9/4/1991,FALSE, AZ
Gunfire,1/8/1991,FALSE, AZ
Vehicular assault,8/31/1990,FALSE, AZ
Vehicular assault,8/31/1990,FALSE, AZ
Gunfire (Accidental),8/24/1990,FALSE, AZ
Vehicular assault,7/26/1990,FALSE, AZ
Vehicular assault,7/26/1990,FALSE, AZ
Vehicle pursuit,6/20/1990,FALSE, AZ
Automobile accident,10/14/1989,FALSE, AZ
Gunfire,3/28/1989,FALSE, AZ
Gunfire,1/2/1989,FALSE, AZ
Vehicular assault,9/23/1988,FALSE, AZ
Gunfire,6/30/1988,FALSE, AZ
Gunfire,6/28/1988,FALSE, AZ
Gunfire,6/10/1988,FALSE, AZ
Gunfire,5/27/1988,FALSE, AZ
Automobile accident,10/20/1987,FALSE, AZ
Gunfire,9/20/1987,FALSE, AZ
Automobile accident,7/30/1987,FALSE, AZ
Automobile accident,2/10/1987,FALSE, AZ
Vehicular assault,1/14/1987,FALSE, AZ
Heat exhaustion,1/1/1987,TRUE, AZ
Gunfire,11/21/1986,TRUE, AZ
Gunfire,4/9/1986,FALSE, AZ
Automobile accident,4/3/1986,FALSE, AZ
Motorcycle accident,1/23/1986,FALSE, AZ
Gunfire,1/8/1986,FALSE, AZ
Fall,1/1/1986,TRUE, AZ
Vehicle pursuit,9/22/1985,FALSE, AZ
Automobile accident,5/13/1985,FALSE, AZ
Gunfire,11/19/1984,FALSE, AZ
Struck by vehicle,9/7/1984,FALSE, AZ
Struck by vehicle,7/13/1984,TRUE, AZ
Motorcycle accident,5/4/1984,FALSE, AZ
Struck by vehicle,4/24/1984,FALSE, AZ
Vehicle pursuit,1/29/1984,FALSE, AZ
Gunfire (Accidental),11/9/1983,FALSE, AZ
Aircraft accident,10/2/1983,FALSE, AZ
Aircraft accident,10/2/1983,FALSE, AZ
Assault,9/26/1983,FALSE, AZ
Gunfire,7/21/1983,FALSE, AZ
Gunfire,5/25/1983,FALSE, AZ
Gunfire,9/6/1982,FALSE, AZ
Gunfire,8/6/1982,FALSE, AZ
Gunfire,7/1/1982,FALSE, AZ
Gunfire,2/18/1982,FALSE, AZ
Struck by vehicle,11/19/1980,FALSE, AZ
Motorcycle accident,10/28/1980,FALSE, AZ
Aircraft accident,2/7/1980,FALSE, AZ
Gunfire,11/30/1979,FALSE, AZ
Struck by vehicle,12/11/1978,FALSE, AZ
Drowned,3/1/1978,FALSE, AZ
Automobile accident,12/2/1977,FALSE, AZ
Poisoned,1/1/1977,TRUE, AZ
Vehicle pursuit,4/22/1976,FALSE, AZ
Heart attack,2/22/1976,FALSE, AZ
Gunfire,9/25/1975,FALSE, AZ
Assault,9/7/1975,FALSE, AZ
Gunfire,6/16/1975,FALSE, AZ
Struck by vehicle,11/23/1974,TRUE, AZ
Gunfire,10/28/1974,FALSE, AZ
Gunfire,7/22/1974,FALSE, AZ
Aircraft accident,11/8/1973,FALSE, AZ
Aircraft accident,11/8/1973,FALSE, AZ
Automobile accident,11/2/1973,FALSE, AZ
Gunfire,9/2/1973,FALSE, AZ
Explosion,7/19/1973,FALSE, AZ
Gunfire,6/24/1973,FALSE, AZ
Stabbed,6/22/1973,FALSE, AZ
Stabbed,6/22/1973,FALSE, AZ
Aircraft accident,2/25/1973,FALSE, AZ
Automobile accident,6/13/1972,FALSE, AZ
Motorcycle accident,11/22/1971,FALSE, AZ
Automobile accident,9/10/1971,FALSE, AZ
Gunfire,2/7/1971,FALSE, AZ
Gunfire,2/5/1971,FALSE, AZ
Gunfire,1/18/1971,FALSE, AZ
Gunfire,1/18/1971,FALSE, AZ
Gunfire,12/28/1970,FALSE, AZ
Motorcycle accident,12/28/1970,FALSE, AZ
Drowned,9/5/1970,FALSE, AZ
Automobile accident,5/22/1970,FALSE, AZ
Heart attack,12/31/1969,FALSE, AZ
Gunfire,12/6/1969,FALSE, AZ
Gunfire,6/9/1969,FALSE, AZ
Gunfire,9/18/1967,FALSE, AZ
Gunfire,11/28/1965,FALSE, AZ
Vehicle pursuit,11/7/1965,FALSE, AZ
Gunfire,8/31/1965,FALSE, AZ
Gunfire,8/4/1965,FALSE, AZ
Gunfire,10/21/1963,FALSE, AZ
Vehicular assault,12/22/1958,FALSE, AZ
Aircraft accident,10/5/1957,FALSE, AZ
Gunfire,5/14/1955,FALSE, AZ
Automobile accident,11/16/1953,FALSE, AZ
Vehicular assault,2/19/1952,FALSE, AZ
Automobile accident,1/8/1951,FALSE, AZ
Fall,8/9/1948,FALSE, AZ
Gunfire,8/3/1948,FALSE, AZ
Gunfire,2/4/1948,FALSE, AZ
Gunfire,1/25/1948,FALSE, AZ
Gunfire,4/15/1947,FALSE, AZ
Vehicular assault,9/13/1946,FALSE, AZ
Gunfire,2/7/1945,FALSE, AZ
Stabbed,6/6/1943,FALSE, AZ
Explosion,2/28/1942,FALSE, AZ
Gunfire,6/8/1938,FALSE, AZ
Gunfire,7/21/1937,FALSE, AZ
Motorcycle accident,9/7/1936,FALSE, AZ
Gunfire,5/22/1933,FALSE, AZ
Automobile accident,6/17/1932,FALSE, AZ
Gunfire,5/14/1932,FALSE, AZ
Gunfire,1/29/1930,FALSE, AZ
Aircraft accident,10/23/1928,FALSE, AZ
Gunfire,8/13/1927,FALSE, AZ
Gunfire,2/5/1925,FALSE, AZ
Automobile accident,7/17/1922,FALSE, AZ
Automobile accident,7/13/1922,FALSE, AZ
Vehicle pursuit,4/9/1922,FALSE, AZ
Gunfire,7/1/1921,FALSE, AZ
Gunfire,1/11/1921,FALSE, AZ
Gunfire,9/16/1920,FALSE, AZ
Gunfire,5/31/1919,FALSE, AZ
Gunfire,5/18/1919,FALSE, AZ
Gunfire,7/16/1918,FALSE, AZ
Gunfire,5/14/1918,FALSE, AZ
Gunfire,2/9/1918,FALSE, AZ
Gunfire,2/9/1918,FALSE, AZ
Gunfire,2/9/1918,FALSE, AZ
Gunfire,7/12/1917,FALSE, AZ
Gunfire,12/11/1914,FALSE, AZ
Gunfire,11/5/1914,FALSE, AZ
Gunfire,8/19/1914,FALSE, AZ
Gunfire,11/12/1913,FALSE, AZ
Gunfire,8/12/1913,FALSE, AZ
Gunfire,4/6/1913,FALSE, AZ
Gunfire,1/21/1913,FALSE, AZ
Gunfire,9/24/1912,FALSE, AZ
Gunfire,9/24/1912,FALSE, AZ
Gunfire,3/1/1912,FALSE, AZ
Gunfire,7/24/1911,FALSE, AZ
Gunfire,5/15/1911,FALSE, AZ
Gunfire,5/9/1911,FALSE, AZ
Gunfire,1/10/1911,FALSE, AZ
Gunfire,9/1/1910,FALSE, AZ
Gunfire,7/17/1908,FALSE, AZ
Gunfire,1/10/1908,FALSE, AZ
Gunfire,10/28/1905,FALSE, AZ
Gunfire,2/10/1904,FALSE, AZ
Gunfire,5/16/1903,FALSE, AZ
Gunfire,7/26/1902,FALSE, AZ
Gunfire,1/1/1902,FALSE, AZ
Gunfire,10/7/1901,FALSE, AZ
Gunfire,10/7/1901,FALSE, AZ
Gunfire,1/8/1901,FALSE, AZ
Gunfire,1899-04-06,FALSE, AZ
Gunfire,1899-04-06,FALSE, AZ
Gunfire,1892-12-01,FALSE, AZ
Stabbed,1892-07-02,FALSE, AZ
Gunfire,1891-04-19,FALSE, AZ
Drowned,1890-06-01,FALSE, AZ
Gunfire,1890-04-10,FALSE, AZ
Gunfire,1890-01-01,FALSE, AZ
Gunfire,1889-11-02,FALSE, AZ
Gunfire,1889-11-02,FALSE, AZ
Gunfire,1888-12-30,FALSE, AZ
Gunfire,1888-08-12,FALSE, AZ
Gunfire,1888-04-25,FALSE, AZ
Gunfire,1887-02-07,FALSE, AZ
Gunfire,1885-12-20,FALSE, AZ
Gunfire,1885-12-03,FALSE, AZ
Gunfire,1885-11-26,FALSE, AZ
Gunfire,1885-06-09,FALSE, AZ
Gunfire,1884-03-06,FALSE, AZ
Gunfire,1883-12-08,FALSE, AZ
Gunfire,1883-05-04,FALSE, AZ
Gunfire,1882-07-07,FALSE, AZ
Gunfire,1882-05-26,FALSE, AZ
Gunfire,1880-10-30,FALSE, AZ
Gunfire,1880-04-01,FALSE, AZ
Gunfire,1879-08-26,FALSE, AZ
Assault,1871-09-20,FALSE, AZ
Gunfire,1865-05-03,FALSE, AZ
Gunfire (Accidental),6/28/2016,TRUE, CA
Motorcycle accident,6/14/2016,FALSE, CA
Gunfire,5/18/2016,TRUE, CA
Struck by vehicle,3/13/2016,FALSE, CA
Aircraft accident,2/10/2016,FALSE, CA
Struck by vehicle,1/20/2016,TRUE, CA
Asphyxiation,1/6/2016,TRUE, CA
Gunfire,11/18/2015,FALSE, CA
Vehicular assault,11/5/2015,FALSE, CA
Drowned,8/13/2015,FALSE, CA
Gunfire,7/22/2015,FALSE, CA
Heat exhaustion,6/30/2015,TRUE, CA
Vehicle pursuit,6/26/2015,FALSE, CA
Gunfire,3/24/2015,FALSE, CA
Gunfire,1/21/2015,TRUE, CA
Drowned,12/30/2014,FALSE, CA
Gunfire,10/29/2014,FALSE, CA
Vehicular assault,10/28/2014,FALSE, CA
Gunfire,10/24/2014,FALSE, CA
Gunfire,10/24/2014,FALSE, CA
Motorcycle accident,9/30/2014,FALSE, CA
Heart attack,8/12/2014,FALSE, CA
Heart attack,7/7/2014,FALSE, CA
Automobile accident,6/11/2014,FALSE, CA
Vehicular assault,5/3/2014,FALSE, CA
Vehicular assault,4/9/2014,FALSE, CA
Gunfire,3/19/2014,FALSE, CA
Automobile accident,3/7/2014,FALSE, CA
Automobile accident,2/17/2014,FALSE, CA
Automobile accident,2/17/2014,FALSE, CA
Gunfire (Accidental),1/21/2014,FALSE, CA
Automobile accident,12/24/2013,FALSE, CA
Motorcycle accident,9/21/2013,FALSE, CA
Motorcycle accident,7/8/2013,FALSE, CA
Automobile accident,3/25/2013,FALSE, CA
Automobile accident,3/25/2013,TRUE, CA
Gunfire,2/26/2013,FALSE, CA
Gunfire,2/26/2013,FALSE, CA
Gunfire,2/12/2013,FALSE, CA
Gunfire,2/7/2013,FALSE, CA
Gunfire,2/3/2013,FALSE, CA
Gunfire,1/15/2013,FALSE, CA
Gunfire,9/5/2012,FALSE, CA
Exposure to toxins,8/20/2012,TRUE, CA
Gunfire,4/12/2012,FALSE, CA
Gunfire,12/7/2011,FALSE, CA
Gunfire,11/17/2011,FALSE, CA
Duty related illness,11/3/2011,FALSE, CA
Gunfire,8/7/2011,FALSE, CA
Duty related illness,7/30/2011,FALSE, CA
Automobile accident,7/10/2011,FALSE, CA
Heart attack,6/14/2011,FALSE, CA
Motorcycle accident,5/26/2011,FALSE, CA
Gunfire,4/17/2011,TRUE, CA
Vehicle pursuit,3/19/2011,FALSE, CA
Automobile accident,2/15/2011,FALSE, CA
Gunfire,11/7/2010,FALSE, CA
Gunfire,10/28/2010,FALSE, CA
Vehicular assault,6/27/2010,FALSE, CA
Struck by vehicle,6/27/2010,FALSE, CA
Struck by vehicle,6/22/2010,FALSE, CA
Vehicle pursuit,6/11/2010,FALSE, CA
Aircraft accident,5/7/2010,FALSE, CA
Gunfire,3/1/2010,FALSE, CA
Vehicle pursuit,2/28/2010,FALSE, CA
Gunfire,2/25/2010,FALSE, CA
Gunfire,2/4/2010,FALSE, CA
Automobile accident,1/3/2010,FALSE, CA
Gunfire,12/17/2009,TRUE, CA
Vehicular assault,7/23/2009,FALSE, CA
Gunfire,7/23/2009,TRUE, CA
Gunfire,3/24/2009,FALSE, CA
Gunfire,3/21/2009,FALSE, CA
Gunfire,3/21/2009,FALSE, CA
Gunfire,3/21/2009,FALSE, CA
Automobile accident,2/6/2009,FALSE, CA
Automobile accident,1/28/2009,FALSE, CA
Struck by vehicle,1/18/2009,TRUE, CA
Struck by vehicle,12/15/2008,FALSE, CA
Motorcycle accident,11/12/2008,FALSE, CA
Heart attack,11/7/2008,FALSE, CA
Struck by vehicle,10/24/2008,FALSE, CA
Automobile accident,10/7/2008,FALSE, CA
Train accident,9/12/2008,FALSE, CA
Gunfire,9/6/2008,FALSE, CA
Automobile accident,8/13/2008,FALSE, CA
Gunfire,8/2/2008,FALSE, CA
Gunfire,6/15/2008,FALSE, CA
Automobile accident,5/23/2008,FALSE, CA
Vehicular assault,5/1/2008,FALSE, CA
Struck by vehicle,3/29/2008,FALSE, CA
Gunfire,2/7/2008,FALSE, CA
Assault,12/31/2007,TRUE, CA
Gunfire,12/19/2007,FALSE, CA
Gunfire,12/17/2007,FALSE, CA
Automobile accident,11/16/2007,FALSE, CA
Automobile accident,11/1/2007,FALSE, CA
Gunfire,10/18/2007,FALSE, CA
Vehicular assault,7/31/2007,FALSE, CA
Automobile accident,6/10/2007,FALSE, CA
Automobile accident,5/1/2007,FALSE, CA
Duty related illness,4/14/2007,FALSE, CA
Automobile accident,4/12/2007,FALSE, CA
Accidental,4/10/2007,FALSE, CA
Automobile accident,3/19/2007,FALSE, CA
Gunfire,12/23/2006,FALSE, CA
Gunfire,12/20/2006,FALSE, CA
Vehicular assault,11/14/2006,FALSE, CA
Vehicle pursuit,11/6/2006,FALSE, CA
Gunfire,10/27/2006,FALSE, CA
Struck by vehicle,10/22/2006,FALSE, CA
Vehicular assault,8/6/2006,FALSE, CA
Vehicle pursuit,7/26/2006,FALSE, CA
Vehicular assault,7/7/2006,FALSE, CA
Automobile accident,7/3/2006,FALSE, CA
Heart attack,5/1/2006,FALSE, CA
Gunfire,3/28/2006,FALSE, CA
Motorcycle accident,3/23/2006,FALSE, CA
Vehicular assault,2/25/2006,FALSE, CA
Heart attack,2/24/2006,FALSE, CA
Gunfire,2/17/2006,FALSE, CA
Gunfire,1/7/2006,FALSE, CA
Struck by vehicle,12/31/2005,FALSE, CA
Vehicle pursuit,12/21/2005,FALSE, CA
Gunfire,11/17/2005,FALSE, CA
Motorcycle accident,10/11/2005,FALSE, CA
Vehicular assault,10/9/2005,FALSE, CA
Automobile accident,10/7/2005,FALSE, CA
Gunfire,10/3/2005,TRUE, CA
Automobile accident,9/24/2005,FALSE, CA
Vehicular assault,9/23/2005,FALSE, CA
